item_id,difficulty,rule_q_dc,rule_q_families,rule_qs_dc,rule_qs_families,human_dc,human_families,llm_dc
PhysReason_cal_problem_00629,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_00630,knowledge,1,momentum,1,momentum,0,,
PhysReason_cal_problem_00633,medium,0,,1,energy,1,energy,2
PhysReason_cal_problem_00634,difficult,0,,0,,0,,2
PhysReason_cal_problem_00635,medium,0,,0,,0,,
PhysReason_cal_problem_00637,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_00640,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_00641,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_00642,knowledge,0,,0,,0,,
PhysReason_cal_problem_00643,knowledge,0,,0,,0,,
PhysReason_cal_problem_00644,easy,0,,1,momentum,1,charge,
PhysReason_cal_problem_00646,easy,0,,0,,0,,
PhysReason_cal_problem_00647,medium,0,,0,,0,,
PhysReason_cal_problem_00650,easy,0,,0,,0,,
PhysReason_cal_problem_00651,knowledge,0,,0,,0,,
PhysReason_cal_problem_00652,medium,1,momentum,1,momentum,0,,
PhysReason_cal_problem_00654,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_00656,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_00657,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_00659,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_00660,medium,0,,1,energy,2,energy|momentum,
PhysReason_cal_problem_00661,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_00663,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_00664,difficult,0,,0,,0,,
PhysReason_cal_problem_00665,medium,0,,0,,0,,2
PhysReason_cal_problem_00666,knowledge,0,,0,,0,,
PhysReason_cal_problem_00668,knowledge,0,,0,,0,,
PhysReason_cal_problem_00669,knowledge,0,,0,,0,,1
PhysReason_cal_problem_00671,knowledge,0,,0,,0,,
PhysReason_cal_problem_00672,easy,0,,0,,1,charge,
PhysReason_cal_problem_00675,medium,0,,0,,0,,
PhysReason_cal_problem_00676,medium,0,,0,,1,energy,
PhysReason_cal_problem_00678,easy,0,,0,,0,,
PhysReason_cal_problem_00679,difficult,0,,0,,1,energy,
PhysReason_cal_problem_00681,easy,0,,0,,0,,
PhysReason_cal_problem_00683,medium,0,,0,,0,,
PhysReason_cal_problem_00684,easy,0,,0,,0,,
PhysReason_cal_problem_00685,knowledge,0,,0,,0,,
PhysReason_cal_problem_00687,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_00690,knowledge,0,,0,,0,,
PhysReason_cal_problem_00691,knowledge,0,,0,,0,,
PhysReason_cal_problem_00693,medium,0,,0,,0,,
PhysReason_cal_problem_00694,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_00696,medium,1,momentum,1,momentum,1,momentum,
PhysReason_cal_problem_00697,medium,0,,1,energy,2,energy|momentum,
PhysReason_cal_problem_00701,knowledge,0,,0,,0,,0
PhysReason_cal_problem_00703,difficult,0,,0,,0,,
PhysReason_cal_problem_00704,knowledge,0,,0,,0,,
PhysReason_cal_problem_00705,easy,0,,0,,0,,
PhysReason_cal_problem_00706,easy,0,,0,,0,,
PhysReason_cal_problem_00707,medium,0,,0,,0,,
PhysReason_cal_problem_00709,easy,0,,0,,0,,
PhysReason_cal_problem_00710,easy,0,,0,,0,,
PhysReason_cal_problem_00711,easy,0,,0,,0,,
PhysReason_cal_problem_00712,easy,0,,0,,0,,
PhysReason_cal_problem_00713,easy,0,,0,,0,,
PhysReason_cal_problem_00714,knowledge,0,,0,,0,,
PhysReason_cal_problem_00715,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_00717,knowledge,0,,0,,0,,
PhysReason_cal_problem_00720,easy,0,,0,,0,,
PhysReason_cal_problem_00722,easy,0,,0,,0,,
PhysReason_cal_problem_00723,difficult,0,,0,,0,,
PhysReason_cal_problem_00724,medium,0,,0,,0,,
PhysReason_cal_problem_00725,easy,0,,0,,0,,
PhysReason_cal_problem_00727,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_00728,medium,0,,0,,0,,
PhysReason_cal_problem_00729,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_00733,medium,0,,0,,1,energy,
PhysReason_cal_problem_00734,difficult,0,,0,,0,,
PhysReason_cal_problem_00735,knowledge,0,,0,,0,,
PhysReason_cal_problem_00736,easy,0,,0,,0,,0
PhysReason_cal_problem_00738,knowledge,0,,0,,0,,
PhysReason_cal_problem_00739,knowledge,0,,0,,0,,
PhysReason_cal_problem_00740,difficult,0,,0,,2,charge|energy,
PhysReason_cal_problem_00741,easy,0,,0,,0,,
PhysReason_cal_problem_00742,knowledge,0,,0,,0,,
PhysReason_cal_problem_00744,easy,0,,0,,0,,
PhysReason_cal_problem_00745,knowledge,0,,0,,0,,
PhysReason_cal_problem_00746,medium,0,,0,,0,,
PhysReason_cal_problem_00749,easy,1,momentum,1,momentum,2,energy|momentum,
PhysReason_cal_problem_00751,medium,1,momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_00755,medium,0,,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_00756,knowledge,0,,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_00757,knowledge,1,momentum,1,momentum,2,energy|momentum,
PhysReason_cal_problem_00758,knowledge,2,energy|momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_00760,medium,1,momentum,2,energy|momentum,1,momentum,
PhysReason_cal_problem_00762,medium,0,,1,energy,2,energy|momentum,
PhysReason_cal_problem_00763,easy,1,momentum,1,momentum,1,momentum,
PhysReason_cal_problem_00764,knowledge,1,momentum,1,momentum,2,energy|momentum,
PhysReason_cal_problem_00765,easy,0,,1,momentum,1,momentum,
PhysReason_cal_problem_00766,knowledge,0,,0,,0,,
PhysReason_cal_problem_00767,easy,0,,0,,0,,
PhysReason_cal_problem_00768,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_00769,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_00770,easy,0,,0,,0,,
PhysReason_cal_problem_00771,knowledge,0,,0,,0,,
PhysReason_cal_problem_00772,medium,0,,0,,0,,
PhysReason_cal_problem_00774,difficult,0,,0,,0,,
PhysReason_cal_problem_00775,knowledge,0,,0,,0,,
PhysReason_cal_problem_00776,medium,0,,0,,0,,
PhysReason_cal_problem_00777,medium,0,,0,,0,,
PhysReason_cal_problem_00779,medium,0,,0,,0,,
PhysReason_cal_problem_00780,difficult,0,,0,,0,,
PhysReason_cal_problem_00783,medium,0,,0,,0,,
PhysReason_cal_problem_00785,difficult,0,,0,,0,,
PhysReason_cal_problem_00786,easy,0,,0,,0,,
PhysReason_cal_problem_00788,easy,0,,0,,0,,
PhysReason_cal_problem_00789,medium,0,,0,,0,,
PhysReason_cal_problem_00791,medium,0,,0,,0,,
PhysReason_cal_problem_00792,medium,0,,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_00794,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_00795,medium,0,,0,,0,,
PhysReason_cal_problem_00796,easy,1,momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_00800,easy,1,momentum,1,momentum,1,momentum,
PhysReason_cal_problem_00801,knowledge,0,,1,momentum,2,energy|momentum,
PhysReason_cal_problem_00802,difficult,1,momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_00803,knowledge,0,,1,momentum,1,momentum,
PhysReason_cal_problem_00804,difficult,1,momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_00808,medium,0,,0,,0,,
PhysReason_cal_problem_00809,knowledge,0,,0,,0,,
PhysReason_cal_problem_00811,easy,0,,0,,0,,
PhysReason_cal_problem_00812,difficult,0,,0,,0,,
PhysReason_cal_problem_00813,medium,0,,0,,0,,
PhysReason_cal_problem_00814,knowledge,0,,0,,0,,
PhysReason_cal_problem_00817,difficult,0,,0,,0,,
PhysReason_cal_problem_00818,medium,0,,0,,0,,
PhysReason_cal_problem_00819,difficult,0,,0,,0,,
PhysReason_cal_problem_00821,knowledge,0,,0,,0,,
PhysReason_cal_problem_00824,medium,0,,0,,0,,
PhysReason_cal_problem_00827,medium,0,,0,,0,,
PhysReason_cal_problem_00828,medium,0,,0,,0,,
PhysReason_cal_problem_00829,medium,0,,0,,0,,
PhysReason_cal_problem_00832,easy,0,,0,,0,,
PhysReason_cal_problem_00834,easy,0,,0,,0,,
PhysReason_cal_problem_00837,knowledge,0,,0,,0,,
PhysReason_cal_problem_00838,medium,0,,0,,0,,
PhysReason_cal_problem_00839,medium,0,,0,,0,,
PhysReason_cal_problem_00840,knowledge,1,momentum,1,momentum,0,,0
PhysReason_cal_problem_00841,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_00842,knowledge,0,,0,,0,,
PhysReason_cal_problem_00845,easy,0,,0,,0,,
PhysReason_cal_problem_00846,easy,0,,0,,0,,
PhysReason_cal_problem_00849,difficult,0,,0,,0,,
PhysReason_cal_problem_00850,difficult,0,,1,energy,2,energy|momentum,
PhysReason_cal_problem_00852,easy,0,,0,,0,,
PhysReason_cal_problem_00854,difficult,1,momentum,1,momentum,1,energy,
PhysReason_cal_problem_00855,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_00856,difficult,1,momentum,2,energy|momentum,1,momentum,
PhysReason_cal_problem_00858,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_00859,knowledge,1,momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_00861,medium,1,momentum,2,energy|momentum,1,energy,
PhysReason_cal_problem_00862,medium,1,momentum,1,momentum,0,,
PhysReason_cal_problem_00864,knowledge,0,,0,,0,,
PhysReason_cal_problem_00865,easy,0,,0,,0,,
PhysReason_cal_problem_00867,medium,0,,0,,0,,
PhysReason_cal_problem_00868,medium,0,,0,,0,,
PhysReason_cal_problem_00869,knowledge,0,,0,,0,,
PhysReason_cal_problem_00870,medium,0,,0,,0,,
PhysReason_cal_problem_00871,medium,0,,0,,0,,
PhysReason_cal_problem_00872,knowledge,0,,0,,0,,
PhysReason_cal_problem_00874,knowledge,0,,0,,0,,
PhysReason_cal_problem_00875,medium,0,,0,,0,,
PhysReason_cal_problem_00876,easy,0,,0,,0,,
PhysReason_cal_problem_00878,difficult,0,,0,,0,,
PhysReason_cal_problem_00880,easy,0,,1,energy,1,energy,1
PhysReason_cal_problem_00881,medium,0,,0,,0,,
PhysReason_cal_problem_00882,medium,0,,0,,0,,
PhysReason_cal_problem_00883,medium,0,,0,,0,,
PhysReason_cal_problem_00884,difficult,0,,0,,1,energy,
PhysReason_cal_problem_00885,medium,0,,0,,0,,
PhysReason_cal_problem_00888,knowledge,0,,0,,0,,
PhysReason_cal_problem_00890,knowledge,0,,0,,0,,
PhysReason_cal_problem_00891,knowledge,0,,0,,0,,
PhysReason_cal_problem_00892,knowledge,0,,0,,0,,
PhysReason_cal_problem_00895,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_00897,easy,0,,0,,0,,
PhysReason_cal_problem_00898,easy,0,,0,,0,,
PhysReason_cal_problem_00899,knowledge,0,,0,,0,,
PhysReason_cal_problem_00900,difficult,0,,0,,0,,
PhysReason_cal_problem_00901,easy,0,,0,,0,,
PhysReason_cal_problem_00902,medium,0,,0,,0,,
PhysReason_cal_problem_00903,knowledge,0,,0,,0,,
PhysReason_cal_problem_00905,easy,0,,0,,0,,
PhysReason_cal_problem_00906,easy,0,,0,,0,,0
PhysReason_cal_problem_00907,easy,0,,0,,0,,
PhysReason_cal_problem_00908,difficult,0,,0,,0,,
PhysReason_cal_problem_00910,medium,0,,0,,0,,
PhysReason_cal_problem_00911,medium,0,,0,,0,,
PhysReason_cal_problem_00912,knowledge,0,,0,,0,,
PhysReason_cal_problem_00913,easy,0,,0,,0,,
PhysReason_cal_problem_00915,knowledge,0,,0,,0,,0
PhysReason_cal_problem_00917,easy,0,,0,,0,,
PhysReason_cal_problem_00918,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_00919,easy,0,,0,,0,,
PhysReason_cal_problem_00920,easy,0,,0,,0,,
PhysReason_cal_problem_00922,knowledge,0,,0,,0,,
PhysReason_cal_problem_00923,knowledge,0,,0,,0,,
PhysReason_cal_problem_00925,easy,0,,0,,0,,
PhysReason_cal_problem_00926,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_00927,knowledge,0,,0,,0,,
PhysReason_cal_problem_00928,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_00929,knowledge,0,,0,,0,,
PhysReason_cal_problem_00930,easy,0,,0,,0,,
PhysReason_cal_problem_00932,medium,0,,0,,0,,
PhysReason_cal_problem_00933,difficult,0,,0,,0,,
PhysReason_cal_problem_00934,medium,0,,0,,0,,
PhysReason_cal_problem_00936,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_00938,easy,0,,0,,0,,
PhysReason_cal_problem_00939,easy,0,,0,,0,,
PhysReason_cal_problem_00941,easy,0,,0,,0,,
PhysReason_cal_problem_00942,easy,0,,0,,0,,
PhysReason_cal_problem_00943,knowledge,0,,0,,0,,
PhysReason_cal_problem_00944,knowledge,0,,0,,0,,
PhysReason_cal_problem_00945,easy,0,,0,,0,,1
PhysReason_cal_problem_00946,knowledge,0,,0,,0,,
PhysReason_cal_problem_00947,knowledge,0,,0,,0,,
PhysReason_cal_problem_00949,easy,0,,0,,0,,
PhysReason_cal_problem_00950,difficult,0,,0,,0,,
PhysReason_cal_problem_00951,medium,0,,0,,1,energy,
PhysReason_cal_problem_00953,medium,0,,0,,0,,
PhysReason_cal_problem_00954,medium,0,,0,,0,,
PhysReason_cal_problem_00955,knowledge,0,,0,,0,,
PhysReason_cal_problem_00956,difficult,0,,0,,1,energy,
PhysReason_cal_problem_00957,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_00958,easy,0,,1,energy,2,energy|momentum,
PhysReason_cal_problem_00959,medium,0,,0,,0,,
PhysReason_cal_problem_00960,easy,0,,0,,0,,
PhysReason_cal_problem_00961,medium,0,,0,,0,,
PhysReason_cal_problem_00962,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_00963,easy,0,,0,,0,,
PhysReason_cal_problem_00964,easy,0,,0,,0,,
PhysReason_cal_problem_00965,easy,0,,0,,0,,
PhysReason_cal_problem_00966,medium,0,,0,,0,,
PhysReason_cal_problem_00968,difficult,0,,0,,0,,
PhysReason_cal_problem_00972,medium,0,,0,,0,,
PhysReason_cal_problem_00973,knowledge,0,,0,,0,,
PhysReason_cal_problem_00974,knowledge,0,,0,,0,,
PhysReason_cal_problem_00975,knowledge,0,,0,,0,,
PhysReason_cal_problem_00977,medium,0,,0,,0,,
PhysReason_cal_problem_00979,difficult,2,energy|momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_00980,medium,0,,0,,0,,
PhysReason_cal_problem_00981,difficult,0,,1,energy,2,energy|momentum,
PhysReason_cal_problem_00982,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_00983,knowledge,0,,0,,0,,
PhysReason_cal_problem_00985,knowledge,0,,0,,0,,
PhysReason_cal_problem_00987,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_00988,medium,0,,0,,0,,
PhysReason_cal_problem_00989,easy,0,,0,,0,,
PhysReason_cal_problem_00990,knowledge,0,,0,,0,,
PhysReason_cal_problem_00993,knowledge,0,,0,,0,,
PhysReason_cal_problem_00994,knowledge,0,,0,,0,,
PhysReason_cal_problem_00995,medium,1,momentum,2,energy|momentum,1,energy,
PhysReason_cal_problem_00996,knowledge,0,,0,,0,,
PhysReason_cal_problem_00997,knowledge,0,,0,,0,,
PhysReason_cal_problem_00998,easy,0,,0,,0,,
PhysReason_cal_problem_00999,difficult,0,,1,momentum,0,,
PhysReason_cal_problem_01000,easy,0,,0,,0,,
PhysReason_cal_problem_01001,difficult,0,,0,,0,,
PhysReason_cal_problem_01003,easy,0,,0,,0,,
PhysReason_cal_problem_01004,medium,0,,0,,0,,
PhysReason_cal_problem_01005,knowledge,0,,0,,0,,
PhysReason_cal_problem_01006,medium,0,,0,,0,,
PhysReason_cal_problem_01007,medium,0,,0,,0,,
PhysReason_cal_problem_01011,medium,0,,0,,0,,
PhysReason_cal_problem_01013,easy,0,,0,,0,,
PhysReason_cal_problem_01014,easy,0,,0,,0,,
PhysReason_cal_problem_01015,knowledge,0,,0,,0,,
PhysReason_cal_problem_01017,difficult,0,,0,,0,,
PhysReason_cal_problem_01019,easy,0,,0,,0,,
PhysReason_cal_problem_01021,easy,0,,0,,0,,
PhysReason_cal_problem_01022,medium,0,,0,,0,,
PhysReason_cal_problem_01023,easy,0,,0,,0,,
PhysReason_cal_problem_01025,medium,0,,0,,0,,
PhysReason_cal_problem_01026,medium,0,,0,,0,,
PhysReason_cal_problem_01027,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01028,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01030,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01031,knowledge,0,,1,energy,1,energy,2
PhysReason_cal_problem_01036,easy,0,,0,,0,,
PhysReason_cal_problem_01038,easy,0,,0,,0,,
PhysReason_cal_problem_01040,easy,0,,0,,1,energy,2
PhysReason_cal_problem_01041,knowledge,0,,0,,0,,
PhysReason_cal_problem_01042,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01045,knowledge,0,,0,,0,,
PhysReason_cal_problem_01046,easy,0,,0,,0,,
PhysReason_cal_problem_01047,medium,0,,0,,0,,
PhysReason_cal_problem_01049,medium,0,,0,,0,,
PhysReason_cal_problem_01050,easy,0,,0,,0,,
PhysReason_cal_problem_01051,medium,0,,0,,0,,
PhysReason_cal_problem_01052,knowledge,0,,0,,0,,
PhysReason_cal_problem_01053,difficult,0,,0,,0,,
PhysReason_cal_problem_01054,knowledge,0,,0,,0,,
PhysReason_cal_problem_01055,difficult,0,,0,,0,,
PhysReason_cal_problem_01056,medium,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01057,knowledge,0,,0,,0,,
PhysReason_cal_problem_01058,knowledge,0,,0,,0,,
PhysReason_cal_problem_01059,easy,0,,0,,0,,
PhysReason_cal_problem_01060,knowledge,0,,0,,0,,
PhysReason_cal_problem_01063,easy,0,,0,,0,,
PhysReason_cal_problem_01065,easy,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01066,easy,0,,0,,0,,
PhysReason_cal_problem_01067,knowledge,0,,0,,0,,
PhysReason_cal_problem_01068,knowledge,0,,0,,0,,
PhysReason_cal_problem_01069,easy,0,,0,,0,,
PhysReason_cal_problem_01071,knowledge,0,,0,,0,,
PhysReason_cal_problem_01072,knowledge,0,,0,,0,,
PhysReason_cal_problem_01073,knowledge,0,,0,,0,,
PhysReason_cal_problem_01074,difficult,0,,0,,0,,
PhysReason_cal_problem_01075,difficult,0,,0,,0,,
PhysReason_cal_problem_01076,knowledge,0,,0,,0,,
PhysReason_cal_problem_01077,knowledge,0,,0,,0,,
PhysReason_cal_problem_01078,knowledge,0,,0,,0,,
PhysReason_cal_problem_01079,medium,0,,0,,0,,
PhysReason_cal_problem_01081,easy,0,,0,,0,,
PhysReason_cal_problem_01082,easy,0,,0,,0,,
PhysReason_cal_problem_01083,difficult,0,,0,,0,,
PhysReason_cal_problem_01086,easy,0,,0,,0,,
PhysReason_cal_problem_01087,easy,0,,0,,0,,
PhysReason_cal_problem_01090,easy,0,,0,,0,,
PhysReason_cal_problem_01092,easy,0,,0,,0,,
PhysReason_cal_problem_01093,easy,0,,0,,0,,
PhysReason_cal_problem_01094,medium,0,,0,,0,,
PhysReason_cal_problem_01096,medium,0,,0,,0,,
PhysReason_cal_problem_01098,difficult,1,momentum,1,momentum,0,,0
PhysReason_cal_problem_01100,knowledge,0,,0,,0,,
PhysReason_cal_problem_01101,easy,0,,0,,0,,
PhysReason_cal_problem_01102,medium,0,,0,,0,,
PhysReason_cal_problem_01103,knowledge,0,,0,,0,,
PhysReason_cal_problem_01104,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01106,easy,0,,0,,0,,
PhysReason_cal_problem_01109,easy,0,,0,,0,,
PhysReason_cal_problem_01112,medium,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01114,knowledge,0,,0,,0,,1
PhysReason_cal_problem_01115,knowledge,0,,0,,0,,0
PhysReason_cal_problem_01116,easy,0,,0,,0,,
PhysReason_cal_problem_01119,difficult,0,,0,,0,,
PhysReason_cal_problem_01120,medium,0,,0,,0,,
PhysReason_cal_problem_01121,difficult,0,,0,,0,,
PhysReason_cal_problem_01122,easy,0,,0,,0,,
PhysReason_cal_problem_01123,knowledge,0,,0,,0,,
PhysReason_cal_problem_01125,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01126,difficult,0,,0,,0,,
PhysReason_cal_problem_01129,difficult,0,,1,energy,2,energy|momentum,
PhysReason_cal_problem_01130,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01132,medium,0,,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_01133,difficult,0,,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_01134,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01135,easy,0,,1,energy,2,energy|momentum,
PhysReason_cal_problem_01136,knowledge,0,,0,,0,,
PhysReason_cal_problem_01137,medium,1,momentum,1,momentum,1,momentum,
PhysReason_cal_problem_01138,knowledge,0,,1,energy,2,energy|momentum,
PhysReason_cal_problem_01140,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01141,medium,0,,0,,0,,
PhysReason_cal_problem_01142,easy,0,,0,,0,,
PhysReason_cal_problem_01143,easy,0,,0,,1,charge,
PhysReason_cal_problem_01144,medium,0,,0,,0,,
PhysReason_cal_problem_01146,easy,0,,0,,0,,
PhysReason_cal_problem_01147,easy,0,,0,,0,,
PhysReason_cal_problem_01148,easy,0,,0,,0,,
PhysReason_cal_problem_01150,medium,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01151,difficult,0,,0,,0,,
PhysReason_cal_problem_01153,easy,0,,0,,0,,
PhysReason_cal_problem_01154,easy,0,,0,,0,,
PhysReason_cal_problem_01155,difficult,0,,0,,0,,
PhysReason_cal_problem_01156,easy,0,,0,,0,,
PhysReason_cal_problem_01157,easy,0,,0,,0,,
PhysReason_cal_problem_01158,easy,0,,0,,0,,
PhysReason_cal_problem_01159,difficult,0,,0,,0,,
PhysReason_cal_problem_01160,knowledge,0,,0,,0,,
PhysReason_cal_problem_01161,knowledge,0,,0,,0,,
PhysReason_cal_problem_01162,easy,0,,0,,0,,
PhysReason_cal_problem_01163,medium,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01164,difficult,0,,0,,0,,
PhysReason_cal_problem_01165,difficult,0,,0,,0,,
PhysReason_cal_problem_01166,knowledge,0,,0,,0,,
PhysReason_cal_problem_01167,easy,0,,0,,0,,
PhysReason_cal_problem_01169,difficult,0,,0,,0,,
PhysReason_cal_problem_01171,easy,0,,0,,0,,0
PhysReason_cal_problem_01173,medium,0,,0,,0,,
PhysReason_cal_problem_01174,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01175,knowledge,0,,0,,0,,
PhysReason_cal_problem_01176,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01177,knowledge,0,,0,,0,,
PhysReason_cal_problem_01178,medium,0,,0,,0,,
PhysReason_cal_problem_01180,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01182,knowledge,0,,0,,0,,
PhysReason_cal_problem_01183,medium,0,,0,,0,,
PhysReason_cal_problem_01184,medium,1,momentum,1,momentum,0,,0
PhysReason_cal_problem_01187,medium,0,,0,,0,,
PhysReason_cal_problem_01188,medium,0,,0,,0,,
PhysReason_cal_problem_01189,knowledge,0,,0,,0,,
PhysReason_cal_problem_01190,difficult,0,,0,,0,,
PhysReason_cal_problem_01191,medium,0,,0,,0,,
PhysReason_cal_problem_01192,knowledge,0,,0,,0,,1
PhysReason_cal_problem_01194,easy,0,,0,,0,,
PhysReason_cal_problem_01195,knowledge,0,,0,,0,,
PhysReason_cal_problem_01197,difficult,0,,0,,0,,
PhysReason_cal_problem_01200,knowledge,0,,0,,0,,
PhysReason_cal_problem_01201,easy,0,,0,,0,,
PhysReason_cal_problem_01202,knowledge,0,,0,,0,,
PhysReason_cal_problem_01204,medium,0,,0,,0,,
PhysReason_cal_problem_01207,easy,0,,0,,0,,
PhysReason_cal_problem_01208,difficult,0,,0,,0,,
PhysReason_cal_problem_01210,medium,0,,0,,0,,
PhysReason_cal_problem_01211,easy,0,,0,,0,,0
PhysReason_cal_problem_01212,easy,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01213,knowledge,0,,0,,0,,
PhysReason_cal_problem_01214,easy,0,,0,,0,,
PhysReason_cal_problem_01215,medium,0,,0,,0,,
PhysReason_cal_problem_01216,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01218,easy,0,,0,,0,,
PhysReason_cal_problem_01219,medium,0,,0,,0,,
PhysReason_cal_problem_01221,easy,0,,0,,0,,
PhysReason_cal_problem_01225,easy,0,,0,,0,,
PhysReason_cal_problem_01226,medium,0,,0,,0,,
PhysReason_cal_problem_01227,medium,0,,0,,0,,
PhysReason_cal_problem_01228,knowledge,0,,0,,0,,
PhysReason_cal_problem_01229,medium,0,,0,,0,,
PhysReason_cal_problem_01230,knowledge,0,,0,,0,,
PhysReason_cal_problem_01232,easy,0,,0,,0,,
PhysReason_cal_problem_01233,medium,0,,0,,0,,
PhysReason_cal_problem_01234,easy,0,,0,,0,,
PhysReason_cal_problem_01239,easy,0,,0,,0,,
PhysReason_cal_problem_01242,difficult,0,,0,,0,,
PhysReason_cal_problem_01243,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01244,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01245,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01247,medium,1,momentum,2,energy|momentum,1,energy,
PhysReason_cal_problem_01248,knowledge,0,,0,,0,,
PhysReason_cal_problem_01250,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01251,medium,0,,0,,0,,
PhysReason_cal_problem_01253,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01255,medium,0,,0,,0,,
PhysReason_cal_problem_01256,difficult,0,,0,,0,,
PhysReason_cal_problem_01257,medium,0,,0,,0,,
PhysReason_cal_problem_01259,knowledge,0,,0,,0,,
PhysReason_cal_problem_01260,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01264,difficult,0,,0,,0,,
PhysReason_cal_problem_01265,easy,0,,0,,0,,
PhysReason_cal_problem_01266,difficult,0,,0,,0,,
PhysReason_cal_problem_01267,difficult,0,,0,,0,,
PhysReason_cal_problem_01269,easy,0,,0,,0,,
PhysReason_cal_problem_01270,medium,0,,0,,0,,
PhysReason_cal_problem_01271,difficult,0,,0,,0,,
PhysReason_cal_problem_01272,knowledge,0,,0,,0,,
PhysReason_cal_problem_01273,medium,0,,0,,0,,
PhysReason_cal_problem_01274,difficult,0,,0,,0,,
PhysReason_cal_problem_01275,medium,0,,0,,0,,
PhysReason_cal_problem_01276,knowledge,0,,0,,0,,0
PhysReason_cal_problem_01278,easy,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01279,easy,0,,0,,0,,
PhysReason_cal_problem_01280,easy,0,,0,,0,,
PhysReason_cal_problem_01282,knowledge,0,,0,,0,,
PhysReason_cal_problem_01284,medium,1,momentum,2,energy|momentum,1,energy,
PhysReason_cal_problem_01286,knowledge,0,,0,,0,,
PhysReason_cal_problem_01287,medium,0,,0,,0,,
PhysReason_cal_problem_01288,medium,0,,0,,0,,
PhysReason_cal_problem_01289,knowledge,0,,0,,0,,
