item_id,arm,model,intended_dc,measured_dc,correct,grade_method,char_len,digit_count,verbosity,n_distractors,family,group,log_len
SYN_0211,ollama3b,qwen2.5:3b,3,3,0,numeric,388,14,terse,2,t_elastic_2d_unequal,DIM,5.961005339623274
SYN_0212,ollama3b,qwen2.5:3b,3,3,0,unparseable,396,10,terse,2,t_elastic_2d_unequal,DIM,5.981414211254481
SYN_0213,ollama3b,qwen2.5:3b,3,3,0,numeric,388,14,terse,2,t_elastic_2d_unequal,DIM,5.961005339623274
SYN_0214,ollama3b,qwen2.5:3b,3,3,0,numeric,398,11,terse,2,t_elastic_2d_unequal,DIM,5.986452005284438
SYN_0215,ollama3b,qwen2.5:3b,3,3,0,unparseable,385,13,terse,2,t_elastic_2d_unequal,DIM,5.953243334287785
SYN_0216,ollama3b,qwen2.5:3b,3,3,0,numeric,367,13,terse,2,t_elastic_2d_unequal,DIM,5.905361848054571
SYN_0217,ollama3b,qwen2.5:3b,3,3,0,numeric,379,11,terse,2,t_elastic_2d_unequal,DIM,5.937536205082426
SYN_0218,ollama3b,qwen2.5:3b,3,3,0,numeric,396,10,terse,2,t_elastic_2d_unequal,DIM,5.981414211254481
SYN_0219,ollama3b,qwen2.5:3b,3,3,0,numeric,382,12,terse,2,t_elastic_2d_unequal,DIM,5.945420608606575
SYN_0220,ollama3b,qwen2.5:3b,3,3,0,numeric,388,14,terse,2,t_elastic_2d_unequal,DIM,5.961005339623274
SYN_0221,ollama3b,qwen2.5:3b,3,3,0,numeric,414,7,verbose,0,t_elastic_2d_unequal,DIM,6.025865973825314
SYN_0222,ollama3b,qwen2.5:3b,3,3,0,unparseable,430,7,verbose,0,t_elastic_2d_unequal,DIM,6.063785208687608
SYN_0223,ollama3b,qwen2.5:3b,3,3,0,numeric,408,7,verbose,0,t_elastic_2d_unequal,DIM,6.0112671744041615
SYN_0224,ollama3b,qwen2.5:3b,3,3,0,numeric,412,8,verbose,0,t_elastic_2d_unequal,DIM,6.021023349349527
SYN_0225,ollama3b,qwen2.5:3b,3,3,0,numeric,427,8,verbose,0,t_elastic_2d_unequal,DIM,6.056784013228625
SYN_0226,ollama3b,qwen2.5:3b,3,3,0,numeric,427,8,verbose,0,t_elastic_2d_unequal,DIM,6.056784013228625
SYN_0227,ollama3b,qwen2.5:3b,3,3,0,numeric,415,7,verbose,0,t_elastic_2d_unequal,DIM,6.028278520230698
SYN_0228,ollama3b,qwen2.5:3b,3,3,0,numeric,396,7,verbose,0,t_elastic_2d_unequal,DIM,5.981414211254481
SYN_0229,ollama3b,qwen2.5:3b,3,3,0,numeric,399,7,verbose,0,t_elastic_2d_unequal,DIM,5.988961416889864
SYN_0230,ollama3b,qwen2.5:3b,3,3,0,unparseable,396,7,verbose,0,t_elastic_2d_unequal,DIM,5.981414211254481
SYN_0231,ollama3b,qwen2.5:3b,3,3,0,unparseable,510,12,verbose,2,t_elastic_2d_unequal,DIM,6.234410725718371
SYN_0232,ollama3b,qwen2.5:3b,3,3,0,numeric,476,12,verbose,2,t_elastic_2d_unequal,DIM,6.16541785423142
SYN_0233,ollama3b,qwen2.5:3b,3,3,0,unparseable,508,11,verbose,2,t_elastic_2d_unequal,DIM,6.230481447578482
SYN_0234,ollama3b,qwen2.5:3b,3,3,0,numeric,519,10,verbose,2,t_elastic_2d_unequal,DIM,6.251903883165888
SYN_0235,ollama3b,qwen2.5:3b,3,3,0,numeric,506,14,verbose,2,t_elastic_2d_unequal,DIM,6.226536669287466
SYN_0236,ollama3b,qwen2.5:3b,3,3,0,numeric,507,11,verbose,2,t_elastic_2d_unequal,DIM,6.2285110035911835
SYN_0237,ollama3b,qwen2.5:3b,3,3,0,numeric,511,13,verbose,2,t_elastic_2d_unequal,DIM,6.236369590203704
SYN_0238,ollama3b,qwen2.5:3b,3,3,0,numeric,525,11,verbose,2,t_elastic_2d_unequal,DIM,6.263398262591624
SYN_0239,ollama3b,qwen2.5:3b,3,3,0,numeric,507,10,verbose,2,t_elastic_2d_unequal,DIM,6.2285110035911835
SYN_0240,ollama3b,qwen2.5:3b,3,3,0,numeric,517,10,verbose,2,t_elastic_2d_unequal,DIM,6.248042874508429
SYN_0241,ollama3b,qwen2.5:3b,4,4,0,unparseable,473,7,terse,0,t_descent_elastic_spin,CHAIN,6.159095388491933
SYN_0242,ollama3b,qwen2.5:3b,4,4,0,numeric,473,7,terse,0,t_descent_elastic_spin,CHAIN,6.159095388491933
SYN_0243,ollama3b,qwen2.5:3b,4,4,0,numeric,473,7,terse,0,t_descent_elastic_spin,CHAIN,6.159095388491933
SYN_0244,ollama3b,qwen2.5:3b,4,3,0,unparseable,473,7,terse,0,t_descent_elastic_spin,CHAIN,6.159095388491933
SYN_0245,ollama3b,qwen2.5:3b,4,4,0,unparseable,473,7,terse,0,t_descent_elastic_spin,CHAIN,6.159095388491933
SYN_0246,ollama3b,qwen2.5:3b,4,3,0,numeric,473,7,terse,0,t_descent_elastic_spin,CHAIN,6.159095388491933
SYN_0247,ollama3b,qwen2.5:3b,4,4,0,numeric,473,7,terse,0,t_descent_elastic_spin,CHAIN,6.159095388491933
SYN_0248,ollama3b,qwen2.5:3b,4,4,0,unparseable,473,7,terse,0,t_descent_elastic_spin,CHAIN,6.159095388491933
SYN_0249,ollama3b,qwen2.5:3b,4,3,0,unparseable,473,7,terse,0,t_descent_elastic_spin,CHAIN,6.159095388491933
SYN_0250,ollama3b,qwen2.5:3b,4,3,0,numeric,473,7,terse,0,t_descent_elastic_spin,CHAIN,6.159095388491933
SYN_0251,ollama3b,qwen2.5:3b,4,3,0,numeric,570,10,terse,2,t_descent_elastic_spin,CHAIN,6.345636360828596
SYN_0252,ollama3b,qwen2.5:3b,4,5,0,unparseable,569,10,terse,2,t_descent_elastic_spin,CHAIN,6.343880434126331
SYN_0253,ollama3b,qwen2.5:3b,4,3,0,unparseable,578,13,terse,2,t_descent_elastic_spin,CHAIN,6.359573868672378
SYN_0254,ollama3b,qwen2.5:3b,4,4,0,numeric,589,11,terse,2,t_descent_elastic_spin,CHAIN,6.3784261836515865
SYN_0255,ollama3b,qwen2.5:3b,4,3,0,unparseable,572,11,terse,2,t_descent_elastic_spin,CHAIN,6.349138991379798
SYN_0256,ollama3b,qwen2.5:3b,4,3,0,numeric,578,13,terse,2,t_descent_elastic_spin,CHAIN,6.359573868672378
SYN_0257,ollama3b,qwen2.5:3b,4,3,0,numeric,576,13,terse,2,t_descent_elastic_spin,CHAIN,6.3561076606958915
SYN_0258,ollama3b,qwen2.5:3b,4,3,0,numeric,559,13,terse,2,t_descent_elastic_spin,CHAIN,6.326149473155099
SYN_0259,ollama3b,qwen2.5:3b,4,4,0,numeric,587,10,terse,2,t_descent_elastic_spin,CHAIN,6.375024819828097
SYN_0260,ollama3b,qwen2.5:3b,4,3,0,unparseable,572,11,terse,2,t_descent_elastic_spin,CHAIN,6.349138991379798
SYN_0261,ollama3b,qwen2.5:3b,4,4,0,numeric,611,7,verbose,0,t_descent_elastic_spin,CHAIN,6.415096959171596
SYN_0262,ollama3b,qwen2.5:3b,4,4,0,numeric,617,7,verbose,0,t_descent_elastic_spin,CHAIN,6.424869023905388
SYN_0263,ollama3b,qwen2.5:3b,4,3,0,unparseable,625,7,verbose,0,t_descent_elastic_spin,CHAIN,6.437751649736401
SYN_0264,ollama3b,qwen2.5:3b,4,3,0,unparseable,606,7,verbose,0,t_descent_elastic_spin,CHAIN,6.406879986069314
SYN_0265,ollama3b,qwen2.5:3b,4,4,0,numeric,621,7,verbose,0,t_descent_elastic_spin,CHAIN,6.431331081933479
SYN_0266,ollama3b,qwen2.5:3b,4,4,0,unparseable,590,7,verbose,0,t_descent_elastic_spin,CHAIN,6.380122536899765
SYN_0267,ollama3b,qwen2.5:3b,4,3,0,numeric,617,7,verbose,0,t_descent_elastic_spin,CHAIN,6.424869023905388
SYN_0268,ollama3b,qwen2.5:3b,4,4,0,numeric,611,7,verbose,0,t_descent_elastic_spin,CHAIN,6.415096959171596
SYN_0269,ollama3b,qwen2.5:3b,4,3,0,numeric,621,7,verbose,0,t_descent_elastic_spin,CHAIN,6.431331081933479
SYN_0270,ollama3b,qwen2.5:3b,4,3,0,numeric,617,7,verbose,0,t_descent_elastic_spin,CHAIN,6.424869023905388
SYN_0271,ollama3b,qwen2.5:3b,4,4,0,numeric,741,11,verbose,2,t_descent_elastic_spin,CHAIN,6.608000625296087
SYN_0272,ollama3b,qwen2.5:3b,4,4,0,numeric,703,13,verbose,2,t_descent_elastic_spin,CHAIN,6.555356891810665
SYN_0273,ollama3b,qwen2.5:3b,4,3,0,numeric,718,10,verbose,2,t_descent_elastic_spin,CHAIN,6.576469569048224
SYN_0274,ollama3b,qwen2.5:3b,4,4,0,numeric,714,12,verbose,2,t_descent_elastic_spin,CHAIN,6.570882962339584
SYN_0275,ollama3b,qwen2.5:3b,4,3,0,unparseable,718,10,verbose,2,t_descent_elastic_spin,CHAIN,6.576469569048224
SYN_0276,ollama3b,qwen2.5:3b,4,4,0,unparseable,709,13,verbose,2,t_descent_elastic_spin,CHAIN,6.5638555265321274
SYN_0277,ollama3b,qwen2.5:3b,4,4,0,numeric,690,11,verbose,2,t_descent_elastic_spin,CHAIN,6.536691597591305
SYN_0278,ollama3b,qwen2.5:3b,4,4,0,numeric,681,13,verbose,2,t_descent_elastic_spin,CHAIN,6.523562306149512
SYN_0279,ollama3b,qwen2.5:3b,4,4,0,unparseable,691,11,verbose,2,t_descent_elastic_spin,CHAIN,6.53813982376767
SYN_0280,ollama3b,qwen2.5:3b,4,4,0,unparseable,709,13,verbose,2,t_descent_elastic_spin,CHAIN,6.5638555265321274
SYN_0281,ollama3b,qwen2.5:3b,4,3,0,numeric,373,5,terse,0,t_descent_2delastic,CHAIN,5.921578419643816
SYN_0282,ollama3b,qwen2.5:3b,4,3,0,numeric,373,5,terse,0,t_descent_2delastic,CHAIN,5.921578419643816
SYN_0283,ollama3b,qwen2.5:3b,4,3,0,numeric,373,5,terse,0,t_descent_2delastic,CHAIN,5.921578419643816
SYN_0284,ollama3b,qwen2.5:3b,4,3,0,unparseable,373,5,terse,0,t_descent_2delastic,CHAIN,5.921578419643816
SYN_0285,ollama3b,qwen2.5:3b,4,3,0,numeric,373,5,terse,0,t_descent_2delastic,CHAIN,5.921578419643816
SYN_0286,ollama3b,qwen2.5:3b,4,3,0,unparseable,373,5,terse,0,t_descent_2delastic,CHAIN,5.921578419643816
SYN_0287,ollama3b,qwen2.5:3b,4,3,0,numeric,373,5,terse,0,t_descent_2delastic,CHAIN,5.921578419643816
SYN_0288,ollama3b,qwen2.5:3b,4,3,0,numeric,373,5,terse,0,t_descent_2delastic,CHAIN,5.921578419643816
SYN_0289,ollama3b,qwen2.5:3b,4,3,0,numeric,373,5,terse,0,t_descent_2delastic,CHAIN,5.921578419643816
SYN_0290,ollama3b,qwen2.5:3b,4,3,0,numeric,373,5,terse,0,t_descent_2delastic,CHAIN,5.921578419643816
SYN_0291,ollama3b,qwen2.5:3b,4,3,0,numeric,470,8,terse,2,t_descent_2delastic,CHAIN,6.152732694704104
SYN_0292,ollama3b,qwen2.5:3b,4,3,0,numeric,478,11,terse,2,t_descent_2delastic,CHAIN,6.169610732491456
SYN_0293,ollama3b,qwen2.5:3b,4,3,0,numeric,472,9,terse,2,t_descent_2delastic,CHAIN,6.156978985585555
SYN_0294,ollama3b,qwen2.5:3b,4,3,0,numeric,489,9,terse,2,t_descent_2delastic,CHAIN,6.192362489474872
SYN_0295,ollama3b,qwen2.5:3b,4,3,0,numeric,469,8,terse,2,t_descent_2delastic,CHAIN,6.150602768446279
SYN_0296,ollama3b,qwen2.5:3b,4,3,0,numeric,471,9,terse,2,t_descent_2delastic,CHAIN,6.154858094016418
SYN_0297,ollama3b,qwen2.5:3b,4,3,0,unparseable,469,8,terse,2,t_descent_2delastic,CHAIN,6.150602768446279
SYN_0298,ollama3b,qwen2.5:3b,4,3,0,numeric,487,8,terse,2,t_descent_2delastic,CHAIN,6.18826412308259
SYN_0299,ollama3b,qwen2.5:3b,4,3,0,numeric,452,9,terse,2,t_descent_2delastic,CHAIN,6.113682179832232
SYN_0300,ollama3b,qwen2.5:3b,4,3,0,numeric,471,9,terse,2,t_descent_2delastic,CHAIN,6.154858094016418
SYN_0301,ollama3b,qwen2.5:3b,4,3,0,unparseable,521,5,verbose,0,t_descent_2delastic,CHAIN,6.255750041753367
SYN_0302,ollama3b,qwen2.5:3b,4,3,0,numeric,502,5,verbose,0,t_descent_2delastic,CHAIN,6.218600119691729
SYN_0303,ollama3b,qwen2.5:3b,4,3,0,numeric,490,5,verbose,0,t_descent_2delastic,CHAIN,6.194405391104672
SYN_0304,ollama3b,qwen2.5:3b,4,3,0,numeric,505,5,verbose,0,t_descent_2delastic,CHAIN,6.22455842927536
SYN_0305,ollama3b,qwen2.5:3b,4,3,0,numeric,505,5,verbose,0,t_descent_2delastic,CHAIN,6.22455842927536
SYN_0306,ollama3b,qwen2.5:3b,4,3,0,numeric,511,5,verbose,0,t_descent_2delastic,CHAIN,6.236369590203704
SYN_0307,ollama3b,qwen2.5:3b,4,3,0,numeric,521,5,verbose,0,t_descent_2delastic,CHAIN,6.255750041753367
SYN_0308,ollama3b,qwen2.5:3b,4,3,0,numeric,502,5,verbose,0,t_descent_2delastic,CHAIN,6.218600119691729
SYN_0309,ollama3b,qwen2.5:3b,4,3,0,numeric,506,5,verbose,0,t_descent_2delastic,CHAIN,6.226536669287466
SYN_0310,ollama3b,qwen2.5:3b,4,3,0,numeric,496,5,verbose,0,t_descent_2delastic,CHAIN,6.206575926724928
SYN_0311,ollama3b,qwen2.5:3b,4,3,0,unparseable,608,11,verbose,2,t_descent_2delastic,CHAIN,6.410174881966167
SYN_0312,ollama3b,qwen2.5:3b,4,3,0,numeric,635,8,verbose,2,t_descent_2delastic,CHAIN,6.453624998892692
SYN_0313,ollama3b,qwen2.5:3b,4,3,0,numeric,598,8,verbose,2,t_descent_2delastic,CHAIN,6.393590753950631
SYN_0314,ollama3b,qwen2.5:3b,4,3,0,numeric,627,9,verbose,2,t_descent_2delastic,CHAIN,6.440946540632921
SYN_0315,ollama3b,qwen2.5:3b,4,2,0,unparseable,609,10,verbose,2,t_descent_2delastic,CHAIN,6.411818267709897
SYN_0316,ollama3b,qwen2.5:3b,4,3,0,numeric,595,11,verbose,2,t_descent_2delastic,CHAIN,6.38856140554563
SYN_0317,ollama3b,qwen2.5:3b,4,3,0,numeric,602,11,verbose,2,t_descent_2delastic,CHAIN,6.400257445308821
SYN_0318,ollama3b,qwen2.5:3b,4,3,0,numeric,618,9,verbose,2,t_descent_2delastic,CHAIN,6.42648845745769
SYN_0319,ollama3b,qwen2.5:3b,4,3,0,numeric,599,9,verbose,2,t_descent_2delastic,CHAIN,6.395261598115449
SYN_0320,ollama3b,qwen2.5:3b,4,3,0,numeric,618,8,verbose,2,t_descent_2delastic,CHAIN,6.42648845745769
SYN_0321,ollama3b,qwen2.5:3b,4,3,0,numeric,382,7,terse,0,t_elastic_then_inelastic,CHAIN,5.945420608606575
SYN_0322,ollama3b,qwen2.5:3b,4,3,0,unparseable,382,7,terse,0,t_elastic_then_inelastic,CHAIN,5.945420608606575
SYN_0323,ollama3b,qwen2.5:3b,4,3,0,numeric,382,7,terse,0,t_elastic_then_inelastic,CHAIN,5.945420608606575
SYN_0324,ollama3b,qwen2.5:3b,4,3,0,numeric,382,7,terse,0,t_elastic_then_inelastic,CHAIN,5.945420608606575
SYN_0325,ollama3b,qwen2.5:3b,4,3,0,numeric,382,7,terse,0,t_elastic_then_inelastic,CHAIN,5.945420608606575
SYN_0326,ollama3b,qwen2.5:3b,4,3,0,numeric,382,7,terse,0,t_elastic_then_inelastic,CHAIN,5.945420608606575
SYN_0327,ollama3b,qwen2.5:3b,4,3,0,numeric,382,7,terse,0,t_elastic_then_inelastic,CHAIN,5.945420608606575
SYN_0328,ollama3b,qwen2.5:3b,4,4,0,unparseable,382,7,terse,0,t_elastic_then_inelastic,CHAIN,5.945420608606575
SYN_0329,ollama3b,qwen2.5:3b,4,3,0,numeric,382,7,terse,0,t_elastic_then_inelastic,CHAIN,5.945420608606575
SYN_0330,ollama3b,qwen2.5:3b,4,3,0,numeric,382,7,terse,0,t_elastic_then_inelastic,CHAIN,5.945420608606575
SYN_0331,ollama3b,qwen2.5:3b,4,3,0,numeric,487,13,terse,2,t_elastic_then_inelastic,CHAIN,6.18826412308259
SYN_0332,ollama3b,qwen2.5:3b,4,3,0,unparseable,498,10,terse,2,t_elastic_then_inelastic,CHAIN,6.210600077024653
SYN_0333,ollama3b,qwen2.5:3b,4,3,0,numeric,461,11,terse,2,t_elastic_then_inelastic,CHAIN,6.133398042996649
SYN_0334,ollama3b,qwen2.5:3b,4,3,0,numeric,461,11,terse,2,t_elastic_then_inelastic,CHAIN,6.133398042996649
SYN_0335,ollama3b,qwen2.5:3b,4,3,0,numeric,479,10,terse,2,t_elastic_then_inelastic,CHAIN,6.171700597410915
SYN_0336,ollama3b,qwen2.5:3b,4,3,0,numeric,496,10,terse,2,t_elastic_then_inelastic,CHAIN,6.206575926724928
SYN_0337,ollama3b,qwen2.5:3b,4,3,0,numeric,481,11,terse,2,t_elastic_then_inelastic,CHAIN,6.175867270105761
SYN_0338,ollama3b,qwen2.5:3b,4,3,0,unparseable,478,11,terse,2,t_elastic_then_inelastic,CHAIN,6.169610732491456
SYN_0339,ollama3b,qwen2.5:3b,4,3,0,numeric,481,11,terse,2,t_elastic_then_inelastic,CHAIN,6.175867270105761
SYN_0340,ollama3b,qwen2.5:3b,4,3,0,unparseable,479,11,terse,2,t_elastic_then_inelastic,CHAIN,6.171700597410915
SYN_0341,ollama3b,qwen2.5:3b,4,3,0,numeric,515,7,verbose,0,t_elastic_then_inelastic,CHAIN,6.244166900663736
SYN_0342,ollama3b,qwen2.5:3b,4,3,0,numeric,526,7,verbose,0,t_elastic_then_inelastic,CHAIN,6.26530121273771
SYN_0343,ollama3b,qwen2.5:3b,4,3,0,numeric,526,7,verbose,0,t_elastic_then_inelastic,CHAIN,6.26530121273771
SYN_0344,ollama3b,qwen2.5:3b,4,3,0,unparseable,496,7,verbose,0,t_elastic_then_inelastic,CHAIN,6.206575926724928
SYN_0345,ollama3b,qwen2.5:3b,4,3,0,numeric,496,7,verbose,0,t_elastic_then_inelastic,CHAIN,6.206575926724928
SYN_0346,ollama3b,qwen2.5:3b,4,3,0,unparseable,526,7,verbose,0,t_elastic_then_inelastic,CHAIN,6.26530121273771
SYN_0347,ollama3b,qwen2.5:3b,4,3,0,numeric,505,7,verbose,0,t_elastic_then_inelastic,CHAIN,6.22455842927536
SYN_0348,ollama3b,qwen2.5:3b,4,3,0,numeric,530,7,verbose,0,t_elastic_then_inelastic,CHAIN,6.272877006546167
SYN_0349,ollama3b,qwen2.5:3b,4,3,0,numeric,514,7,verbose,0,t_elastic_then_inelastic,CHAIN,6.2422232654551655
SYN_0350,ollama3b,qwen2.5:3b,4,2,0,numeric,530,7,verbose,0,t_elastic_then_inelastic,CHAIN,6.272877006546167
SYN_0351,ollama3b,qwen2.5:3b,4,3,0,numeric,611,11,verbose,2,t_elastic_then_inelastic,CHAIN,6.415096959171596
SYN_0352,ollama3b,qwen2.5:3b,4,3,0,numeric,614,11,verbose,2,t_elastic_then_inelastic,CHAIN,6.419994928147142
SYN_0353,ollama3b,qwen2.5:3b,4,3,0,numeric,622,11,verbose,2,t_elastic_then_inelastic,CHAIN,6.432940092739179
SYN_0354,ollama3b,qwen2.5:3b,4,3,0,numeric,618,11,verbose,2,t_elastic_then_inelastic,CHAIN,6.42648845745769
SYN_0355,ollama3b,qwen2.5:3b,4,3,0,numeric,616,10,verbose,2,t_elastic_then_inelastic,CHAIN,6.423246963533519
SYN_0356,ollama3b,qwen2.5:3b,4,3,0,numeric,636,10,verbose,2,t_elastic_then_inelastic,CHAIN,6.455198563340122
SYN_0357,ollama3b,qwen2.5:3b,4,3,0,numeric,616,13,verbose,2,t_elastic_then_inelastic,CHAIN,6.423246963533519
SYN_0358,ollama3b,qwen2.5:3b,4,3,0,numeric,620,13,verbose,2,t_elastic_then_inelastic,CHAIN,6.429719478039138
SYN_0359,ollama3b,qwen2.5:3b,4,3,0,numeric,610,11,verbose,2,t_elastic_then_inelastic,CHAIN,6.413458957167357
SYN_0360,ollama3b,qwen2.5:3b,4,3,0,numeric,612,11,verbose,2,t_elastic_then_inelastic,CHAIN,6.416732282512326
SYN_0001,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,155,2,terse,0,t_descent,CHAIN,5.043425116919247
SYN_0002,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,155,2,terse,0,t_descent,CHAIN,5.043425116919247
SYN_0003,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,155,2,terse,0,t_descent,CHAIN,5.043425116919247
SYN_0004,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,155,2,terse,0,t_descent,CHAIN,5.043425116919247
SYN_0005,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,155,2,terse,0,t_descent,CHAIN,5.043425116919247
SYN_0006,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,156,3,terse,0,t_descent,CHAIN,5.049856007249537
SYN_0007,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,155,2,terse,0,t_descent,CHAIN,5.043425116919247
SYN_0008,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,155,2,terse,0,t_descent,CHAIN,5.043425116919247
SYN_0009,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,155,2,terse,0,t_descent,CHAIN,5.043425116919247
SYN_0010,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,156,3,terse,0,t_descent,CHAIN,5.049856007249537
SYN_0011,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,255,7,terse,2,t_descent,CHAIN,5.541263545158426
SYN_0012,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,259,9,terse,2,t_descent,CHAIN,5.556828061699537
SYN_0013,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,271,6,terse,2,t_descent,CHAIN,5.602118820879701
SYN_0014,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,270,6,terse,2,t_descent,CHAIN,5.598421958998375
SYN_0015,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,258,7,terse,2,t_descent,CHAIN,5.552959584921617
SYN_0016,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,271,5,terse,2,t_descent,CHAIN,5.602118820879701
SYN_0017,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,254,6,terse,2,t_descent,CHAIN,5.537334267018537
SYN_0018,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,252,6,terse,2,t_descent,CHAIN,5.529429087511423
SYN_0019,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,234,6,terse,2,t_descent,CHAIN,5.455321115357702
SYN_0020,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,260,8,terse,2,t_descent,CHAIN,5.560681631015528
SYN_0021,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,303,2,verbose,0,t_descent,CHAIN,5.713732805509369
SYN_0022,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,293,2,verbose,0,t_descent,CHAIN,5.680172609017068
SYN_0023,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,275,2,verbose,0,t_descent,CHAIN,5.616771097666572
SYN_0024,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,303,2,verbose,0,t_descent,CHAIN,5.713732805509369
SYN_0025,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,281,2,verbose,0,t_descent,CHAIN,5.638354669333745
SYN_0026,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,303,2,verbose,0,t_descent,CHAIN,5.713732805509369
SYN_0027,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,303,2,verbose,0,t_descent,CHAIN,5.713732805509369
SYN_0028,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,273,3,verbose,0,t_descent,CHAIN,5.60947179518496
SYN_0029,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,287,2,verbose,0,t_descent,CHAIN,5.659482215759621
SYN_0030,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,288,2,verbose,0,t_descent,CHAIN,5.662960480135946
SYN_0031,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,385,6,verbose,2,t_descent,CHAIN,5.953243334287785
SYN_0032,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,401,7,verbose,2,t_descent,CHAIN,5.993961427306569
SYN_0033,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,369,5,verbose,2,t_descent,CHAIN,5.910796644040527
SYN_0034,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,404,5,verbose,2,t_descent,CHAIN,6.0014148779611505
SYN_0035,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,395,6,verbose,2,t_descent,CHAIN,5.978885764901122
SYN_0036,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,415,6,verbose,2,t_descent,CHAIN,6.028278520230698
SYN_0037,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,391,6,verbose,2,t_descent,CHAIN,5.968707559985366
SYN_0038,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,375,5,verbose,2,t_descent,CHAIN,5.926926025970411
SYN_0039,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,396,8,verbose,2,t_descent,CHAIN,5.981414211254481
SYN_0040,vllm14b,qwen2.5-14b-instruct-awq,1,2,1,numeric,398,5,verbose,2,t_descent,CHAIN,5.986452005284438
SYN_0041,vllm14b,qwen2.5-14b-instruct-awq,2,3,1,numeric,290,3,terse,0,t_descent_inelastic,CHAIN,5.66988092298052
SYN_0042,vllm14b,qwen2.5-14b-instruct-awq,2,3,1,numeric,290,3,terse,0,t_descent_inelastic,CHAIN,5.66988092298052
SYN_0043,vllm14b,qwen2.5-14b-instruct-awq,2,3,1,numeric,290,3,terse,0,t_descent_inelastic,CHAIN,5.66988092298052
SYN_0044,vllm14b,qwen2.5-14b-instruct-awq,2,2,1,numeric,290,3,terse,0,t_descent_inelastic,CHAIN,5.66988092298052
SYN_0045,vllm14b,qwen2.5-14b-instruct-awq,2,3,1,numeric,290,3,terse,0,t_descent_inelastic,CHAIN,5.66988092298052
SYN_0046,vllm14b,qwen2.5-14b-instruct-awq,2,3,1,numeric,290,3,terse,0,t_descent_inelastic,CHAIN,5.66988092298052
SYN_0047,vllm14b,qwen2.5-14b-instruct-awq,2,2,1,numeric,290,3,terse,0,t_descent_inelastic,CHAIN,5.66988092298052
SYN_0048,vllm14b,qwen2.5-14b-instruct-awq,2,2,1,numeric,290,3,terse,0,t_descent_inelastic,CHAIN,5.66988092298052
SYN_0049,vllm14b,qwen2.5-14b-instruct-awq,2,2,1,numeric,290,3,terse,0,t_descent_inelastic,CHAIN,5.66988092298052
SYN_0050,vllm14b,qwen2.5-14b-instruct-awq,2,2,1,numeric,290,3,terse,0,t_descent_inelastic,CHAIN,5.66988092298052
SYN_0051,vllm14b,qwen2.5-14b-instruct-awq,2,2,1,numeric,376,9,terse,2,t_descent_inelastic,CHAIN,5.929589143389895
SYN_0052,vllm14b,qwen2.5-14b-instruct-awq,2,2,1,numeric,395,9,terse,2,t_descent_inelastic,CHAIN,5.978885764901122
